group,stimulus,FP1,FP2,F7,F8,AF1,AF2,FZ,F4,F3,FC6,FC5,FC2,FC1,T8,T7,CZ,C3,C4,CP5,CP6,CP1,CP2,P3,P4,PZ,P8,P7,PO2,PO1,O2,O1,X,AF7,AF8,F5,F6,FT7,FT8,FPZ,FC4,FC3,C6,C5,F2,F1,TP8,TP7,AFZ,CP3,CP4,P5,P6,C1,C2,PO7,PO8,FCZ,POZ,OZ,P2,P1,CPZ,nd,Y
c,1,0.3083,1.226,2.092,1.378,1.44,-0.482,0.1691,-1.06,1.9375,0.7295,0.1665,-0.5996,0.947,0.6006,-0.909,0.837,2.748,-1.647,-7.348,-1.27,-1.062,-0.932,-4.637,-0.865,5.023,-3.414,-9.84,-9.05,-9.01,-10.57,-12.95,-5.01,2.092,1.378,0.7773,1.442,-0.909,0.6006,-1.832,-1.647,2.748,-1.862,-1.398,-1.059,2.193,-3.414,-9.84,0.1691,-4.637,-0.865,-10.18,-6.055,0.3733,-0.1375,-14.06,-9.516,0.837,-10.01,-10.84,-3.709,-3.928,5.023,-12.93,-15.555
c,1,-18.83,-19.72,-13.98,-18.02,-11.22,-12.21,-14.59,-10.35,-7.4,-9.68,-4.223,-8.53,-4.777,-4.13,-5.113,-8.805,-6.766,-9.93,-0.53,-4.312,1.243,0.1405,1.464,-2.76,2.61,-7.36,-2.77,-3.496,-3.424,2.027,-1.356,-36.97,-13.98,-18.02,-7.633,-14.37,-5.113,-4.13,-18.64,-9.93,-6.766,-0.46,-1.9795,-11.26,-8.16,-7.36,-2.77,-14.59,1.464,-2.76,-3.111,-3.365,0.1004,-4.4,-1.2705,-3.555,-8.805,1.079,-1.23,-2.887,-2.1,2.61,-1.468,-18.23
c,1,-5.633,-9.38,-1.938,-5.21,-6.734,-9.08,-8.945,-7.13,-2.594,-4.785,2.627,-6.207,-0.9062,-1.321,-1.279,-5.547,-0.4697,-4.812,4.613,1.014,1.568,0.4832,3.732,0.977,2.693,-0.538,4.098,-1.651,1.527,-0.0616,1.82,-7.445,-1.938,-5.21,0.7085,-7.227,-1.279,-1.321,-8.21,-4.812,-0.4697,-1.165,3.645,-8.9,-5.27,-0.538,4.098,-8.945,3.732,0.977,2.117,0.3086,1.724,-1.556,2.367,1.216,-5.547,2.463,1.818,-1.946,0.837,2.693,1.889,-6.746
c,1,4.35,6.71,1.66,8.445,-0.04422,0.7827,0.3635,1.573,-2.963,7.098,-3.184,-1.738,-3.88,11.734,-3.486,-3.898,-3.596,-0.2952,-3.508,8.33,-0.6367,2.49,-3.135,4.75,-3.992,9.43,-1.821,-5.76,-3.818,2.752,1.092,10.95,1.66,8.445,-1.299,6.96,-3.486,11.734,4.453,-0.2952,-3.596,10.414,-2.898,-1.189,-3.463,9.43,-1.821,0.3635,-3.135,4.75,-2.506,5.57,-2.154,0.5195,-0.2075,3.596,-3.898,-4.45,2.834,4.285,-1.671,-3.992,1.187,-2.385
c,1,-8.45,-6.305,-4.93,-4.99,-7.457,-8.65,-7.773,-4.336,-5.496,1.805,-4.895,-4.18,-3.45,0.941,-3.73,-4.406,-4.754,-2.963,-3.717,5.207,1.415,6.242,-1.226,4.78,1.952,-2.508,-6.37,5.223,0.1552,-2.445,-3.963,-9.945,-4.93,-4.99,-4.438,-3.42,-3.73,0.941,-8.59,-2.963,-4.754,2.166,-2.086,-6.168,-6.023,-2.508,-6.37,-7.773,-1.226,4.78,-4.44,3.975,-0.677,0.7197,-5.594,0.03912,-4.406,-2.729,-0.669,6.92,-1.75,1.952,-4.07,-12.76
c,1,-4.207,-7.703,-4.645,-6.273,-2.299,-3.395,-5.83,-3.207,0.409,-3.45,1.855,-2.95,0.065,-11.266,-3.889,-3.365,-1.021,-2.906,-1.629,0.2695,0.316,-1.223,1.368,1.883,0.17,-7.93,-6.617,-5.96,-2.945,-6.555,-7.562,-11.05,-4.645,-6.273,0.8916,-4.348,-3.889,-11.266,-5.895,-2.906,-1.021,-4.62,-0.1965,-4.16,-0.962,-7.93,-6.617,-5.83,1.368,1.883,-4.8,-0.1968,0.62,0.1037,-8.266,-6.64,-3.365,-7.406,-5.727,-0.8926,-0.7275,0.17,-7.523,-11.51
c,1,-3.396,-2.951,-0.589,-0.903,-0.583,-0.7446,-1.234,-0.8706,3.094,0.7583,3.756,-3.172,3.422,-0.7104,1.852,-1.436,6.82,-3.05,0.2542,-1.921,-0.892,-1.426,0.2094,-2.104,1.178,-4.004,-1.192,-2.885,-5.77,-2.646,-7.305,-4.668,-0.589,-0.903,4.184,0.2109,1.852,-0.7104,-4.156,-3.05,6.82,-4.797,2.473,-1.417,1.041,-4.004,-1.192,-1.234,0.2094,-2.104,-3.248,-7.875,1.812,-1.695,-7.42,-7.57,-1.436,0.6904,-7.504,-3.398,-0.2084,1.178,-7.38,-6.47
c,1,0.942,2.697,-3.17,-3.3,3.748,3.557,6.117,2.574,3.102,-2.496,-0.987,6.1,2.93,-6.293,-6.55,2.97,2.902,0.193,-6.414,-7.934,-1.479,-7.01,-2.035,-5.516,-0.6772,-9.38,-12.17,-6.45,-8.414,-14.555,-14.57,-7.09,-3.17,-3.3,1.849,-0.654,-6.55,-6.293,1.752,0.193,2.902,-4.81,-3.445,4.152,3.682,-9.38,-12.17,6.117,-2.035,-5.516,-7.914,-12.44,1.241,-1.136,-12.58,-15.53,2.97,-10.086,-16.55,-6.473,-4.516,-0.6772,-14.73,-12.15
c,1,-12.63,-11.195,-8.46,-9.27,-10.86,-12.55,-12.41,-8.7,-7.082,-3.64,-3.705,-6.516,-2.14,-3.672,-5.164,-3.143,-3.639,-4.375,1.989,1.001,3.533,-0.484,3.18,1.075,3.71,0.6006,-4.44,-5.582,4.367,-0.4287,-2.092,-12.266,-8.46,-9.27,-4.824,-6.7,-5.164,-3.672,-10.85,-4.375,-3.639,-1.425,-0.4329,-8.0,-8.18,0.6006,-4.44,-12.41,3.18,1.075,2.314,5.062,1.002,-0.7856,-2.758,-1.824,-3.143,3.662,-3.395,5.137,5.812,3.71,-2.03,-8.96
c,1,-9.836,-13.2,-12.33,-9.34,-7.16,-7.33,-7.66,-6.344,-2.24,-5.562,1.151,-0.5166,1.795,-5.824,-2.615,1.094,3.008,-4.03,3.35,-5.17,0.367,-3.576,1.909,-6.43,-2.936,-5.566,2.857,-6.31,-7.387,-11.43,-9.41,-13.16,-12.33,-9.34,-3.996,-10.08,-2.615,-5.824,-14.59,-4.03,3.008,-2.908,2.992,-4.613,-0.6367,-5.566,2.857,-7.66,1.909,-6.43,-0.2411,-12.32,2.297,-2.35,-3.316,-13.9,1.094,-8.914,-10.79,-9.18,-4.65,-2.936,-9.36,-9.516
c,1,-1.677,4.49,-2.225,-3.004,-0.7373,-2.447,-1.466,-1.878,-1.508,-2.938,-3.658,-2.299,0.8633,-5.664,-6.848,1.133,-2.062,-1.294,-4.375,-5.406,0.724,-3.236,-0.8647,-1.573,2.574,-6.492,-8.52,-4.137,-2.188,-5.504,-5.766,-5.2,-2.225,-3.004,4.86,0.524,-6.848,-5.664,0.3833,-1.294,-2.062,-2.805,-3.912,-0.1488,-1.569,-6.492,-8.52,-1.466,-0.8647,-1.573,-4.05,-13.19,1.678,-1.433,-6.87,-8.28,1.133,-1.235,-6.188,0.4434,0.5337,2.574,-5.746,-13.29
c,1,6.92,12.27,8.08,7.66,6.785,6.082,7.3,4.234,4.74,4.164,8.49,2.068,0.863,5.72,11.76,0.2384,4.883,1.323,5.26,0.2627,0.6313,-3.727,1.939,-1.072,-0.462,0.5283,3.637,0.486,0.07947,-3.232,-1.16,11.47,8.08,7.66,10.09,4.08,11.76,5.72,6.848,1.323,4.883,2.832,8.17,2.307,3.234,0.5283,3.637,7.3,1.939,-1.072,1.314,-4.035,1.208,-1.164,-2.16,-5.082,0.2384,-0.9844,-1.54,1.072,-0.6167,-0.462,-1.01,19.17
c,1,1.038,-0.549,-2.008,0.03668,0.9116,1.874,2.62,1.246,-2.03,-0.5464,-3.354,4.516,-0.4392,-0.02869,-3.938,1.133,-0.1282,0.523,-5.11,-1.987,-1.534,-0.714,-3.318,-2.393,0.2054,-5.79,-4.035,-3.041,-10.68,-9.95,-16.66,4.055,-2.008,0.03668,-6.75,2.219,-3.938,-0.02869,2.977,0.523,-0.1282,0.0775,-3.78,3.844,0.9023,-5.79,-4.035,2.62,-3.318,-2.393,-6.8,-6.625,0.135,-0.2378,-7.574,-11.27,1.133,-8.65,-11.516,-3.264,-5.492,0.2054,-16.56,-2.672
c,1,2.371,4.05,6.566,2.164,2.56,0.774,1.264,1.088,1.522,1.221,0.6523,1.625,1.154,1.232,0.316,1.204,0.6797,1.212,-1.527,-1.428,-1.116,-2.646,-1.445,-2.055,-1.383,-1.539,-1.628,-7.043,-2.809,-5.887,-5.438,11.93,6.566,2.164,1.48,1.859,0.316,1.232,6.19,1.212,0.6797,-0.1124,-0.5728,1.596,1.008,-1.539,-1.628,1.264,-1.445,-2.055,-2.887,-5.64,1.033,-1.6455,-7.688,-5.97,1.204,-4.504,-4.023,-2.592,-2.809,-1.383,-5.414,-0.0826
c,1,2.14,-0.774,2.723,-4.062,0.9346,0.643,1.809,-1.639,4.02,-3.56,-0.0605,-2.773,2.74,-8.33,-0.2496,2.713,2.07,-2.318,-1.658,-7.34,0.3735,-4.953,0.2866,-5.2,0.785,-13.016,-3.902,0.623,-5.445,-9.88,-9.8,-4.48,2.723,-4.062,1.437,-1.298,-0.2496,-8.33,2.713,-2.318,2.07,-5.785,0.243,1.602,4.8,-13.016,-3.902,1.809,0.2866,-5.2,-1.418,-11.18,1.522,-1.138,-6.207,-12.64,2.713,-5.363,-9.45,-5.77,-2.062,0.785,-9.76,-6.45
c,1,4.05,6.363,-0.734,7.832,2.773,4.54,4.61,2.992,0.804,4.457,-0.2808,1.34,0.595,5.664,-2.021,1.535,2.059,1.827,-2.176,-1.1045,-1.971,-1.83,-1.805,-3.113,-2.71,-0.949,-4.82,-8.22,-5.71,-5.434,-7.918,9.98,-0.734,7.832,-1.568,3.217,-2.021,5.664,4.957,1.827,2.059,3.217,0.4646,3.57,3.066,-0.949,-4.82,4.61,-1.805,-3.113,-4.242,-5.24,-0.0693,-1.713,-5.3,-9.29,1.535,-4.438,-4.12,-6.52,-4.87,-2.71,-7.92,-4.78
c,1,6.69,1.35,0.4321,-4.996,-2.59,-2.271,-1.991,-5.492,0.1633,-2.3,-0.693,1.61,-0.1875,-5.203,-2.852,-1.078,1.691,-2.566,-1.457,-6.87,0.3286,-6.6,0.8687,-4.312,-0.2568,-10.32,-3.041,-7.875,-9.05,-12.09,-13.914,-3.88,0.4321,-4.996,-3.965,-2.9,-2.852,-5.203,1.007,-2.566,1.691,-3.58,0.1935,-2.227,-1.882,-10.32,-3.041,-1.991,0.8687,-4.312,-2.412,-11.14,2.178,-1.802,-10.11,-15.945,-1.078,-10.984,-13.48,-8.18,-5.598,-0.2568,-13.766,-8.72
c,1,-10.195,-10.41,-8.875,-11.09,-6.6,-8.414,-6.848,-7.473,-2.004,-8.9,-2.115,-8.21,0.07886,-11.49,-7.39,-0.645,-0.787,-7.69,-3.656,-10.96,-0.5537,-5.38,-0.7007,-10.0,-1.409,-14.74,-7.64,-14.766,-10.9,-13.586,-17.97,-13.68,-8.875,-11.09,-1.697,-9.41,-7.39,-11.49,-9.87,-7.69,-0.787,-10.36,-1.47,-6.402,-3.336,-14.74,-7.64,-6.848,-0.7007,-10.0,-7.14,-14.11,1.106,-4.27,-13.25,-16.75,-0.645,-9.59,-14.52,-7.977,-6.047,-1.409,-18.08,-16.83
c,1,7.375,1.323,-11.016,-6.066,-6.55,-4.863,-3.898,-7.582,-6.535,-7.53,-8.89,-4.45,-5.094,-9.92,-10.44,-4.652,-2.723,-7.08,-9.88,-10.766,-3.936,2.781,-4.668,-6.727,-0.838,-14.266,-12.016,-17.12,-11.72,-21.75,-23.08,-6.05,-11.016,-6.066,-6.633,-4.918,-10.44,-9.92,1.816,-7.08,-2.723,-9.84,-7.66,-4.42,-2.979,-14.266,-12.016,-3.898,-4.668,-6.727,-11.18,-11.79,-2.652,-5.08,-14.83,-21.8,-4.652,-11.28,-16.97,-2.645,-6.176,-0.838,-22.48,-15.88
c,1,-4.082,-12.61,-4.03,-6.0,-3.043,-3.623,-4.215,-3.45,-0.103,-4.54,-1.956,0.3923,-0.207,-2.566,-3.7,0.6055,1.196,-3.787,-4.867,-6.0,-2.963,-4.707,-3.576,-6.477,-3.87,-6.746,-0.3735,-9.47,-8.37,-14.83,-19.03,-11.54,-4.03,-6.0,-4.29,-6.438,-3.7,-2.566,-7.203,-3.787,1.196,-4.984,-3.531,-3.164,-1.11,-6.746,-0.3735,-4.215,-3.576,-6.477,-8.23,-12.164,0.814,-3.033,-10.16,-14.9,0.6055,-11.38,-11.734,-10.3,-7.066,-3.87,-19.03,-15.02
c,1,-2.023,6.023,2.78,6.336,4.848,3.404,5.027,6.473,0.356,3.988,2.867,4.793,1.995,5.37,3.83,1.102,0.2805,3.188,1.372,2.65,1.972,-0.2695,3.307,1.458,2.074,4.773,-0.4368,-1.016,-0.2352,1.754,-1.047,9.61,2.78,6.336,1.422,5.83,3.83,5.37,3.754,3.188,0.2805,2.922,3.582,4.25,2.383,4.773,-0.4368,5.027,3.307,1.458,0.7764,0.1348,2.072,2.936,2.152,-0.03062,1.102,2.453,2.027,1.819,1.073,2.074,-0.9893,9.31
c,1,-6.766,-15.914,-6.09,-5.324,-3.592,-5.168,-5.62,-5.39,-1.904,-5.72,-2.129,-1.2705,0.868,-6.004,-4.797,-0.697,-0.09955,-4.74,-1.431,-7.285,-1.183,-5.27,-0.01418,-3.986,-4.395,-7.965,-0.838,-8.016,-8.29,-15.67,-11.586,-7.13,-6.09,-5.324,-1.85,-5.895,-4.797,-6.004,-8.04,-4.74,-0.09955,-6.36,-1.155,-4.805,-2.152,-7.965,-0.838,-5.62,-0.01418,-3.986,-2.922,-12.63,-0.6167,-3.266,-7.496,-14.0,-0.697,-10.13,-13.83,-9.555,-6.28,-4.395,-11.664,-10.36
c,1,2.818,-3.223,-9.89,-3.912,-4.414,-2.6,-2.834,-1.425,-3.012,-5.418,-5.15,0.1528,-1.633,-10.3,-10.5,-0.906,-1.919,-3.87,-5.457,-4.938,-0.2206,4.395,-2.254,-2.924,-1.309,-9.59,-10.125,-1.595,-2.102,-8.67,-11.91,-5.82,-9.89,-3.912,-7.406,-6.85,-10.5,-10.3,-3.35,-3.87,-1.919,-6.99,-4.984,-1.392,-1.39,-9.59,-10.125,-2.834,-2.254,-2.924,-5.066,-6.016,-0.5933,-1.74,-12.195,-10.51,-0.906,-6.0,-10.375,-1.95,-0.902,-1.309,-11.85,-18.25
c,1,3.188,-1.492,-1.4375,-5.895,-4.594,-4.18,-4.72,-1.158,-2.344,-3.107,-1.494,-2.934,0.55,-6.63,-4.105,-0.007904,0.9424,-2.752,1.191,-5.04,1.18,1.752,1.402,-4.344,0.6396,-10.93,-0.47,-0.231,-2.592,-11.84,-13.7,-7.363,-1.4375,-5.895,-3.084,-5.62,-4.105,-6.63,-3.979,-2.752,0.9424,-4.77,-0.09045,-2.648,-2.32,-10.93,-0.47,-4.72,1.402,-4.344,-0.4883,-11.17,1.793,-0.883,-10.23,-14.11,-0.007904,-4.85,-11.04,-2.86,0.02794,0.6396,-13.75,-17.22
c,1,3.697,4.312,-0.4094,1.461,-2.773,-2.197,-3.031,-2.746,-1.969,1.02,0.4622,-4.273,-0.4307,0.8213,-1.033,-0.6943,0.5283,-2.596,1.939,1.235,1.333,-1.37,1.902,-0.2007,-0.522,0.9683,1.089,2.967,1.626,-3.852,-1.75,10.66,-0.4094,1.461,-2.479,-3.125,-1.033,0.8213,-1.179,-2.596,0.5283,1.247,1.023,-4.484,-4.223,0.9683,1.089,-3.031,1.902,-0.2007,0.6826,1.294,1.647,-1.478,1.203,-3.86,-0.6943,-2.756,-1.333,-0.06525,0.719,-0.522,-1.835,1.714
c,1,-0.579,2.05,3.695,3.553,-1.177,-2.719,-1.446,0.1015,0.1636,3.32,3.88,-4.63,1.66,3.98,2.893,0.6143,0.0764,1.557,2.35,-0.9272,1.168,1.666,1.529,-2.252,0.11365,0.5737,0.2117,-10.664,0.6885,-1.442,-7.164,12.914,3.695,3.553,4.15,2.328,2.893,3.98,0.619,1.557,0.0764,0.5396,2.916,-1.574,-1.834,0.5737,0.2117,-1.446,1.529,-2.252,2.475,-3.326,1.53,-0.823,3.188,-0.6904,0.6143,1.486,3.102,0.664,2.45,0.11365,-7.207,9.64
c,1,9.61,7.82,9.805,2.967,4.098,3.533,4.008,1.983,3.123,3.57,2.498,-0.8613,1.806,2.934,1.875,1.374,-0.726,1.348,-1.471,2.299,-1.344,-5.754,-0.02623,-1.765,-1.779,4.78,-1.639,-3.957,-2.22,3.893,-2.137,10.41,9.805,2.967,2.686,4.562,1.875,2.934,8.85,1.348,-0.726,2.748,-0.2017,1.615,1.126,4.78,-1.639,4.008,-0.02623,-1.765,-1.036,-1.352,-0.9873,-0.951,1.205,1.3,1.374,-2.379,3.023,-1.785,-2.95,-1.779,-2.209,8.22
c,1,-7.855,-7.477,-0.563,-7.31,-1.686,-6.973,-4.574,-4.668,-0.8945,-2.01,0.3916,-3.76,-1.34,-1.447,2.379,-2.102,-1.152,-2.9,1.53,0.9336,2.676,-0.911,2.658,-0.05487,2.459,0.753,-0.6333,3.96,1.692,1.953,3.545,0.4182,-0.563,-7.31,-2.66,-4.87,2.379,-1.447,-5.76,-2.9,-1.152,0.7803,2.457,-4.07,-3.756,0.753,-0.6333,-4.574,2.658,-0.05487,1.364,2.61,0.748,-0.4375,0.314,2.617,-2.102,4.766,4.0,3.615,5.066,2.459,3.51,7.527
c,1,2.86,2.576,0.459,1.31,1.479,-0.1261,0.1703,-0.05405,1.262,-2.791,-0.871,0.7534,1.094,-6.867,-3.434,1.144,0.004395,-0.4944,-4.184,-8.17,-1.84,-1.538,-2.605,-3.713,-3.627,-13.055,-5.668,-15.17,-10.66,-19.84,-19.12,-4.285,0.459,1.31,2.238,-2.71,-3.434,-6.867,1.093,-0.4944,0.004395,-3.855,-2.277,1.288,2.334,-13.055,-5.668,0.1703,-2.605,-3.713,-8.63,-12.836,-0.2612,-1.006,-16.36,-20.84,1.144,-14.6,-21.44,-7.715,-5.902,-3.627,-19.22,-10.91
c,1,-15.125,-6.67,-10.66,-9.66,-6.902,-8.016,-6.547,-4.934,-5.273,-5.715,-7.785,-1.671,-1.542,-7.797,-11.93,-0.52,-4.137,-4.234,-3.12,-5.88,0.689,-0.6978,-0.7085,-2.816,0.596,-9.91,-6.58,-0.4697,-3.146,-9.28,-7.543,-8.07,-10.66,-9.66,-10.65,-6.523,-11.93,-7.797,-6.543,-4.234,-4.137,-6.074,-5.242,-3.867,-4.438,-9.91,-6.58,-6.547,-0.7085,-2.816,-3.111,-6.883,0.00439,-1.116,-3.982,-9.73,-0.52,-2.7,-8.97,0.3694,1.148,0.596,-7.543,-12.41
c,1,2.295,2.404,-2.078,-2.07,-1.359,0.4695,-2.621,-0.8516,-1.999,-0.8423,-1.776,-1.562,-0.743,-4.023,-3.812,-1.033,-0.1599,-2.63,-5.145,1.105,1.246,1.963,-1.735,2.166,1.744,1.226,-12.914,-0.216,0.4,-2.656,-5.484,-2.932,-2.078,-2.07,-4.027,-4.363,-3.812,-4.023,-2.88,-2.63,-0.1599,-1.631,-3.31,0.0914,-0.8364,1.226,-12.914,-2.621,-1.735,2.166,-4.492,-0.365,-0.1284,-0.0121,-7.06,-0.3604,-1.033,1.582,-3.508,1.637,4.54,1.744,-5.54,-7.777
c,1,-2.107,-2.227,0.947,1.26,1.283,0.2253,-0.2546,0.942,1.933,2.2,3.982,-0.05655,1.976,3.434,2.926,0.6606,3.777,0.4585,4.004,4.215,3.383,7.82,3.715,3.852,1.904,3.32,1.1455,4.895,3.477,6.297,5.094,4.33,0.947,1.26,1.062,-1.294,2.926,3.434,-1.12,0.4585,3.777,1.571,3.748,-0.0882,4.055,3.32,1.1455,-0.2546,3.715,3.852,4.082,2.008,3.037,0.8057,2.88,4.082,0.6606,6.574,4.75,3.053,4.637,1.904,5.16,1.828
c,1,-1.233,-4.79,-5.08,-4.508,-2.928,-3.354,-1.557,-3.014,-2.422,-2.365,-3.455,-2.14,-0.7793,-3.656,-7.484,-0.3572,-0.655,-1.337,-4.316,-6.883,-1.971,-5.53,-2.209,-6.32,-2.77,-9.734,-8.06,-9.35,-11.37,-16.92,-12.625,-7.676,-5.08,-4.508,-2.834,-0.332,-7.484,-3.656,-1.067,-1.337,-0.655,-4.88,-3.549,-2.19,-0.598,-9.734,-8.06,-1.557,-2.209,-6.32,-5.17,-13.13,-0.7593,-2.865,-9.984,-17.7,-0.3572,-11.164,-14.664,-5.832,-5.656,-2.77,-12.734,-14.18
c,1,-5.746,-2.863,-2.402,-7.1,-4.438,-0.4631,-3.918,-3.316,-0.4421,0.5127,0.8984,-1.923,1.829,-2.33,-1.623,1.266,1.742,-0.6187,-2.154,-5.758,-1.526,-6.707,-2.354,-6.15,-1.741,-7.832,-1.658,-14.07,-10.945,-12.52,-13.805,-9.34,-2.402,-7.1,-2.959,-1.008,-1.623,-2.33,-4.355,-0.6187,1.742,-1.137,0.08655,-0.8613,-2.715,-7.832,-1.658,-3.918,-2.354,-6.15,-4.785,-15.164,1.002,-1.736,-13.62,-14.336,1.266,-12.74,-13.01,-10.08,-7.57,-1.741,-13.77,2.236
c,1,-0.348,-3.902,-1.109,-2.873,-2.014,-1.153,-0.6377,-0.7383,-1.994,-0.584,0.527,-1.257,1.045,-0.8003,-1.779,1.194,0.5464,0.2542,-1.678,-6.117,-0.9644,-5.785,-0.2441,-3.807,-0.8994,-4.6,-0.8076,-10.89,-9.98,-7.98,-6.707,-3.223,-1.109,-2.873,-4.59,0.9663,-1.779,-0.8003,0.552,0.2542,0.5464,-0.3184,1.115,0.02173,0.3967,-4.6,-0.8076,-0.6377,-0.2441,-3.807,-3.201,-10.38,0.1299,-1.533,-10.41,-12.13,1.194,-8.74,-7.33,-9.92,-3.492,-0.8994,-6.652,-1.686
c,1,3.047,-4.715,-2.902,1.515,0.358,5.04,0.6157,3.67,-0.6562,2.918,-0.5464,1.346,0.01848,1.741,-2.86,2.754,0.8623,2.734,-3.38,-4.258,-3.557,-3.53,-3.44,-2.84,-4.684,-4.773,-3.973,-14.086,-8.9,-12.43,-10.0,3.244,-2.902,1.515,-0.258,2.662,-2.86,1.741,0.846,2.734,0.8623,0.594,-0.6816,3.084,1.573,-4.773,-3.973,0.6157,-3.44,-2.84,-5.79,-8.53,-1.781,-0.751,-11.914,-13.984,2.754,-9.875,-11.72,-8.08,-6.86,-4.684,-10.055,-6.246
c,1,6.816,3.71,3.71,0.2345,1.412,0.9155,-0.1963,-1.357,1.583,-1.511,0.3425,-2.324,1.205,-0.709,-1.041,-0.1494,2.273,-2.848,0.4504,-2.14,0.86,1.421,-0.2952,-1.909,-0.5435,-3.406,2.047,-9.45,-1.598,-3.832,-8.97,9.52,3.71,0.2345,0.4756,-0.8164,-1.041,-0.709,2.424,-2.848,2.273,-1.306,-0.1384,-1.834,0.978,-3.406,2.047,-0.1963,-0.2952,-1.909,-0.566,-1.618,0.583,-2.607,-1.616,-2.812,-0.1494,-0.4946,-3.463,1.252,2.605,-0.5435,-8.92,3.482
c,1,-5.625,-6.957,-4.75,-4.16,-4.133,-4.543,-4.215,-1.815,-1.121,1.58,-2.45,0.7866,0.2935,0.2319,-3.824,0.1604,0.2072,0.922,-2.414,1.451,-0.8926,0.835,-1.576,1.758,1.354,1.412,-3.207,-1.777,-3.807,-2.725,-3.95,-8.76,-4.75,-4.16,-3.492,-0.9785,-3.824,0.2319,-7.375,0.922,0.2072,2.096,-2.549,-2.49,-1.699,1.412,-3.207,-4.215,-1.576,1.758,-2.734,-0.3538,-0.6816,0.438,-4.58,-3.14,0.1604,-2.998,-3.834,-0.5073,-2.309,1.354,-3.902,-7.055
c,1,5.297,5.977,7.81,6.992,3.732,2.861,2.596,2.318,4.453,0.7954,7.812,0.6064,1.913,2.965,8.53,0.1912,3.957,0.8384,2.262,0.3628,0.7876,0.787,1.075,-0.3267,1.155,-0.2842,3.209,-0.3665,-0.01563,-0.8203,-1.775,6.613,7.81,6.992,9.09,2.531,8.53,2.965,5.367,0.8384,3.957,-1.09,4.652,1.557,2.908,-0.2842,3.209,2.596,1.075,-0.3267,0.294,0.02676,0.501,-0.06866,-1.611,-0.7695,0.1912,-0.00609,-0.913,1.654,0.3328,1.155,-1.759,9.25
c,1,-13.43,-12.62,-13.11,-9.78,-10.69,-9.92,-9.52,-8.25,-7.41,-7.402,-8.79,-2.996,-2.654,-8.36,-10.17,-2.686,-4.61,-4.973,-6.727,-3.344,-0.446,0.683,-3.354,-0.572,1.248,-6.51,-10.1,-1.839,-2.336,-3.064,-5.008,-14.79,-13.11,-9.78,-9.25,-9.14,-10.17,-8.36,-13.71,-4.973,-4.61,-3.842,-7.883,-6.742,-5.67,-6.51,-10.1,-9.52,-3.354,-0.572,-6.242,-2.803,-1.639,-1.476,-6.355,-5.03,-2.686,-1.549,-3.86,0.2598,-0.862,1.248,-5.23,-9.41
c,1,8.7,5.88,8.72,5.7,4.6,2.285,2.615,-1.334,3.9,1.903,7.656,-1.643,0.925,7.49,11.25,-0.8345,3.281,-1.814,6.152,2.549,2.352,0.03693,3.617,0.2922,0.1043,5.586,7.72,0.562,1.053,1.987,1.491,11.43,8.72,5.7,7.484,0.02376,11.25,7.49,8.93,-1.814,3.281,1.013,6.742,-0.862,2.256,5.586,7.72,2.615,3.617,0.2922,4.312,2.477,1.749,-0.7407,2.898,1.532,-0.8345,0.2396,1.052,0.753,2.152,0.1043,1.385,14.38
c,1,-12.836,-8.516,-11.12,-6.355,-9.83,-9.36,-9.68,-4.89,-6.32,-1.356,-3.826,-3.28,-3.887,-2.041,-4.06,-4.72,-2.727,-1.649,-0.5283,2.25,3.256,4.215,1.243,3.553,5.047,0.451,-1.914,7.2,3.855,4.17,2.096,-12.61,-11.12,-6.355,-5.094,-4.457,-4.06,-2.041,-11.8,-1.649,-2.727,1.369,-0.9863,-6.688,-7.113,0.451,-1.914,-9.68,1.243,3.553,0.3726,4.32,0.8613,0.2194,1.2295,4.035,-4.72,5.37,2.76,6.984,4.098,5.047,2.066,-8.625
c,1,7.484,4.74,6.402,-3.938,2.11,1.259,1.375,-0.6206,-1.246,-4.152,-7.344,-0.4011,-0.936,-9.12,-4.39,-0.543,-2.299,-0.1505,-7.176,-1.289,-2.285,-0.973,-3.63,-0.987,-2.29,-5.68,-9.49,-3.787,-4.887,-8.055,-10.59,7.656,6.402,-3.938,-3.557,-2.807,-4.39,-9.12,0.1704,-0.1505,-2.299,-4.09,-6.742,0.1824,-0.4775,-5.68,-9.49,1.375,-3.63,-0.987,-7.723,-1.466,-0.968,-0.683,-9.48,-6.05,-0.543,-4.73,-9.125,-1.982,-3.416,-2.29,-10.74,-9.96
c,1,-8.07,-9.16,-8.6,-8.44,-4.03,-4.805,-3.334,-4.79,-0.3184,-6.137,-1.272,-1.437,2.047,-6.684,-4.74,0.7515,2.338,-3.715,0.458,-5.21,0.04898,-3.041,1.25,-3.584,-2.23,-6.387,-2.03,-6.97,-4.395,-7.473,-4.883,-10.08,-8.6,-8.44,-3.867,-5.45,-4.74,-6.684,-6.477,-3.715,2.338,-5.316,-0.4604,-3.203,-0.4695,-6.387,-2.03,-3.334,1.25,-3.584,-0.754,-5.66,1.241,-1.925,-2.664,-6.855,0.7515,-6.78,-6.53,-5.223,-2.299,-2.23,-4.926,-9.1
