group,stimulus,FP1,FP2,F7,F8,AF1,AF2,FZ,F4,F3,FC6,FC5,FC2,FC1,T8,T7,CZ,C3,C4,CP5,CP6,CP1,CP2,P3,P4,PZ,P8,P7,PO2,PO1,O2,O1,X,AF7,AF8,F5,F6,FT7,FT8,FPZ,FC4,FC3,C6,C5,F2,F1,TP8,TP7,AFZ,CP3,CP4,P5,P6,C1,C2,PO7,PO8,FCZ,POZ,OZ,P2,P1,CPZ,nd,Y
a,0,5.46,1.954,8.664,8.4,3.484,0.8804,2.275,-1.384,1.569,-2.094,1.958,-1.876,-0.4355,-2.812,3.127,-1.056,0.826,-2.018,3.28,-0.4329,0.7163,0.08466,1.283,-0.2761,-0.1458,0.1671,2.746,1.981,0.5996,1.984,0.8516,12.94,8.664,8.4,4.094,-1.058,3.127,-2.812,1.4375,-2.018,0.826,-1.834,4.0,-0.9507,1.346,0.1671,2.746,2.275,1.283,-0.2761,2.408,0.712,0.1685,-0.625,0.6733,0.5684,-1.056,0.833,1.676,1.319,0.9106,-0.1458,9.875,10.07
a,0,-5.367,-4.383,-6.16,-4.324,-3.76,-4.707,-3.541,-4.125,-2.25,-4.055,-0.7515,-1.265,-2.553,-4.867,-0.8555,-2.307,-2.613,-3.01,1.027,-3.25,1.628,0.2107,-0.7373,-1.601,0.833,-2.896,-0.581,-2.768,-1.503,-2.887,-5.406,-5.35,-6.16,-4.324,-3.088,-4.387,-0.8555,-4.867,-2.594,-3.01,-2.613,-2.604,0.8633,-4.008,-3.03,-2.896,-0.581,-3.541,-0.7373,-1.601,-2.229,-3.73,-0.827,0.391,-5.09,-5.027,-2.307,-2.28,-2.97,-0.2275,-0.877,0.833,-2.246,-2.133
a,0,-6.285,-6.887,-14.05,-2.225,-6.39,-6.465,-7.332,-4.234,-3.172,-0.724,-1.58,-2.986,-2.973,1.076,-1.018,-3.553,-2.342,-1.482,0.45,2.822,0.457,3.438,-0.1431,4.082,2.41,2.21,0.9243,5.293,1.819,3.006,-0.1711,-9.57,-14.05,-2.225,-2.588,-3.557,-1.018,1.076,-8.53,-1.482,-2.342,3.21,0.1371,-5.227,-4.996,2.21,0.9243,-7.332,-0.1431,4.082,-1.73,3.258,-1.052,0.6646,-2.91,4.375,-3.553,3.64,2.756,5.117,0.902,2.41,-7.91,-8.29
a,0,4.254,3.037,4.26,3.44,3.137,2.646,3.637,1.629,2.012,2.027,0.6626,0.4763,0.03485,2.922,0.8125,1.063,-0.822,1.442,-2.16,-2.875,-2.31,-1.823,-3.178,-3.1,-1.901,-1.745,1.882,-3.674,-5.797,-3.902,-5.992,3.727,4.26,3.44,1.161,2.246,0.8125,2.922,3.742,1.442,-0.822,0.117,-0.0585,1.553,1.737,-1.745,1.882,3.637,-3.178,-3.1,-5.504,-4.324,-0.1938,-0.6143,-5.812,-5.707,1.063,-4.684,-4.273,-2.941,-4.965,-1.901,3.943,3.86
a,0,7.33,5.316,4.703,12.625,3.684,1.631,2.389,1.542,4.145,3.986,4.984,0.64,1.685,5.016,7.113,0.574,3.334,1.573,2.943,0.5225,0.871,0.527,2.951,1.591,-0.04578,1.102,4.51,-3.277,-3.762,-2.691,-4.69,10.984,4.703,12.625,5.863,4.527,7.113,5.016,2.709,1.573,3.334,2.506,5.14,1.095,2.674,1.102,4.51,2.389,2.951,1.591,-0.44,-1.913,1.173,0.979,-3.898,-2.879,0.574,-3.281,-2.643,-1.568,-1.601,-0.04578,6.473,6.527
a,0,12.055,5.68,7.926,5.11,8.89,6.074,7.906,2.873,10.12,0.4814,8.56,1.195,3.887,1.022,10.22,2.037,7.945,0.0318,5.758,-5.32,0.227,-3.617,4.293,-4.207,-2.838,-5.24,4.902,-7.367,-7.508,-7.203,-7.844,13.82,7.926,5.11,8.805,2.533,10.22,1.022,5.684,0.0318,7.945,-2.13,7.918,3.691,8.516,-5.24,4.902,7.906,4.293,-4.207,-2.64,-6.65,2.215,-2.434,-8.58,-7.688,2.037,-7.395,-7.473,-5.707,-3.205,-2.838,5.266,5.81
a,0,13.805,11.04,20.97,10.75,10.77,8.21,8.92,6.465,7.98,3.57,4.836,1.949,3.295,4.426,7.027,1.222,3.518,3.291,0.725,-1.768,1.063,-0.574,1.225,-1.82,-0.4192,-0.642,1.605,-2.55,-0.1444,-1.954,-2.246,11.46,20.97,10.75,8.1,7.707,7.027,4.426,13.57,3.291,3.518,-0.417,2.43,6.27,7.215,-0.642,1.605,8.92,1.225,-1.82,-0.2603,-2.238,1.0,-0.4324,0.276,-1.895,1.222,0.1787,-1.872,-0.464,0.7295,-0.4192,7.3,7.77
a,0,4.48,5.445,-6.945,8.88,0.396,2.477,1.282,2.771,-4.473,5.215,-0.4546,0.00599,-2.062,7.902,2.676,-1.009,-2.79,1.924,3.002,3.123,0.0713,1.541,1.01,3.217,0.9014,5.816,4.043,2.164,1.785,3.2,2.768,9.234,-6.945,8.88,-1.854,4.984,2.676,7.902,6.234,1.924,-2.79,4.527,1.691,0.9863,-3.168,5.816,4.043,1.282,1.01,3.217,1.39,2.3,-0.7666,0.9556,2.68,1.231,-1.009,1.683,4.387,1.611,0.848,0.9014,2.836,3.023
a,0,10.06,13.22,9.12,19.06,7.004,9.98,7.395,9.77,2.213,8.43,2.125,2.732,0.1631,11.234,4.375,0.806,0.2444,6.375,1.636,5.727,0.468,1.858,0.4453,3.49,0.3782,6.3,3.467,0.6777,-0.589,1.926,-1.062,14.53,9.12,19.06,3.123,13.31,4.375,11.234,13.82,6.375,0.2444,6.793,1.607,6.805,2.646,6.3,3.467,7.395,0.4453,3.49,-0.5347,3.898,-0.2068,2.37,-2.31,3.016,0.806,0.786,0.4036,2.258,0.02995,0.3782,8.73,9.016
a,0,-0.595,3.117,-4.133,-7.15,1.642,1.984,1.688,2.814,-0.289,-1.825,-0.943,0.6626,0.992,-2.674,-1.167,1.599,-1.19,-0.4368,-2.87,-4.85,-2.902,-2.844,-2.588,-3.63,-2.574,-6.137,-4.668,-8.16,-8.336,-8.64,-10.38,-3.805,-4.133,-7.15,-0.597,0.829,-1.167,-2.674,-0.2166,-0.4368,-1.19,-3.197,-2.15,2.502,2.2,-6.137,-4.668,1.688,-2.588,-3.63,-8.19,-6.89,-0.719,-1.768,-13.82,-10.58,1.599,-6.934,-8.48,-5.207,-7.082,-2.574,-4.88,-5.11
a,0,1.479,-0.6104,0.515,-6.562,1.279,1.066,2.326,0.572,1.769,-2.5,1.654,-0.10345,1.522,-3.148,1.199,0.1431,1.4795,-1.552,0.2532,-0.7793,1.827,-0.04007,0.8364,-1.25,0.608,-1.875,1.817,-1.318,-0.505,-1.801,-2.707,-4.305,0.515,-6.562,0.5537,-2.412,1.199,-3.148,-1.294,-1.552,1.4795,-0.752,1.568,1.308,2.592,-1.875,1.817,2.326,0.8364,-1.25,-0.5103,-1.633,0.889,-1.095,-2.707,-4.934,0.1431,0.2124,-1.752,-0.287,-0.2856,0.608,-3.13,-3.574
a,0,11.86,12.62,15.555,19.64,6.973,6.15,7.258,5.902,6.9,7.83,8.48,2.219,3.021,8.81,10.1,2.51,5.34,4.766,3.814,6.133,1.215,1.104,2.562,2.861,0.896,3.63,3.822,1.852,-0.3193,-0.783,-2.838,39.88,15.555,19.64,9.305,8.02,10.1,8.81,8.836,4.766,5.34,5.344,6.934,4.918,5.242,3.63,3.822,7.258,2.562,2.861,-0.838,2.256,1.044,1.307,-6.86,-3.162,2.51,2.51,-1.48,3.363,-0.5073,0.896,10.65,11.34
a,0,2.484,2.047,-0.644,0.97,3.455,2.242,3.176,1.323,3.77,2.69,5.91,0.685,1.892,4.316,6.574,1.753,4.023,1.245,-0.0897,-2.08,0.8594,-1.251,0.5864,-2.07,-0.5957,-1.123,0.5576,-2.717,-3.416,-4.367,-5.895,-0.3003,-0.644,0.97,4.875,2.87,6.574,4.316,3.287,1.245,4.023,1.141,3.873,1.634,2.486,-1.123,0.5576,3.176,0.5864,-2.07,-4.832,-4.363,1.356,-0.1271,-10.01,-7.137,1.753,-2.49,-3.809,-2.514,-2.371,-0.5957,4.49,4.773
a,0,-2.967,-4.266,-0.8105,-12.38,-2.373,-3.637,-2.688,-5.496,0.0928,-6.035,-3.377,-3.926,-0.1354,-7.656,-3.678,-1.537,-0.831,-7.39,-1.547,-9.15,-4.61,-3.814,0.135,-7.18,-1.546,-12.234,0.562,-9.7,-8.1,-11.414,-10.81,-2.24,-0.8105,-12.38,-1.075,-5.664,-3.678,-7.656,-4.082,-7.39,-0.831,-8.95,-1.025,-3.734,-0.1821,-12.234,0.562,-2.688,0.135,-7.18,-2.54,-12.1,-0.8877,-3.531,-0.853,-15.97,-1.537,-5.625,-11.14,-4.457,-4.855,-1.546,-11.555,-12.02
a,0,-12.516,-11.555,-18.94,-16.02,-8.91,-8.58,-8.484,-7.98,-8.375,-11.055,-10.04,-4.594,-3.797,-14.875,-14.555,-3.705,-5.188,-5.426,-4.652,-6.92,0.5493,0.3225,-1.996,-2.693,0.779,-11.125,-8.86,-7.54,-5.918,-12.125,-11.49,-25.05,-18.94,-16.02,-11.79,-10.516,-14.555,-14.875,-12.12,-5.426,-5.188,-9.37,-7.17,-7.254,-7.098,-11.125,-8.86,-8.484,-1.996,-2.693,-6.484,-9.12,-0.772,-0.3242,-12.414,-13.39,-3.705,-5.395,-11.875,-2.008,-2.885,0.779,-21.62,-22.84
a,0,1.682,-3.8,-12.93,-5.105,-2.82,-4.543,-3.213,-3.504,-1.736,-5.152,-2.828,-1.705,-0.1748,-4.625,-4.8,-1.134,-1.853,-3.062,-7.516,-3.066,-1.956,-0.1783,-4.793,-1.668,0.05554,-3.666,-6.14,-2.316,-3.855,-3.898,-6.297,-10.26,-12.93,-5.105,-3.86,-5.246,-4.8,-4.625,0.7495,-3.062,-1.853,-2.432,-6.105,-2.555,-2.412,-3.666,-6.14,-3.213,-4.793,-1.668,-8.19,-4.19,-0.913,-1.493,-7.652,-5.797,-1.134,-0.401,-5.035,-1.164,-2.863,0.05554,-11.94,-12.23
a,0,-5.047,-10.84,2.43,-10.78,-2.785,-5.773,-3.727,-5.047,0.03036,-10.34,-2.133,-0.02042,0.02724,-13.36,-2.748,0.835,-0.715,-2.135,-4.418,-3.934,-3.518,-1.652,-2.916,-1.558,0.11456,-6.992,-9.44,-4.44,-3.576,-5.62,-8.78,-6.24,2.43,-10.78,-1.9,-11.34,-2.748,-13.36,-9.76,-2.135,-0.715,-5.754,-5.4,-1.943,-0.905,-6.992,-9.44,-3.727,-2.916,-1.558,-5.215,-2.998,-0.2905,-0.714,-9.32,1.294,0.835,1.224,-7.574,-5.902,-2.637,0.11456,6.34,6.703
a,0,1.7705,3.287,-1.35,0.764,1.909,2.188,2.314,1.342,0.8013,0.4502,1.789,0.3623,-0.0329,0.4375,2.275,-0.9727,1.154,0.5776,3.207,0.467,0.909,0.632,2.486,0.487,0.4011,-1.062,3.979,2.979,2.848,0.9146,1.841,6.133,-1.35,0.764,1.534,1.072,2.275,0.4375,3.076,0.5776,1.154,-0.3845,2.613,1.063,1.107,-1.062,3.979,2.314,2.486,0.487,3.479,1.416,0.7573,0.6357,2.771,0.2903,-0.9727,2.26,1.378,1.904,2.893,0.4011,2.537,2.406
a,0,0.343,15.01,-5.31,21.94,-0.909,5.055,0.12006,5.277,-5.164,10.27,-2.395,-0.0407,-2.314,15.39,-5.7,-2.041,-2.637,3.31,1.266,4.688,2.66,3.025,1.836,3.393,2.344,7.258,3.424,4.27,3.236,3.93,3.361,-0.6294,-5.31,21.94,-5.79,13.336,-5.7,15.39,10.54,3.31,-2.637,9.18,-0.2512,1.406,-3.412,7.258,3.424,0.12006,1.836,3.393,2.8,4.582,1.247,1.593,2.385,4.48,-2.041,2.895,4.18,4.64,3.71,2.344,-33.7,-35.25
a,0,0.1381,-0.789,-6.51,-13.49,0.06155,-0.8237,-1.138,-1.712,-2.145,-1.899,-0.5547,-3.123,-2.152,-0.756,-0.3616,-3.258,-0.4648,-2.623,4.56,-1.3545,1.988,0.819,1.908,-2.658,0.9497,-1.75,4.297,2.54,4.945,-0.2917,1.3125,-8.19,-6.51,-13.49,-1.733,-1.607,-0.3616,-0.756,-4.016,-2.623,-0.4648,-2.049,1.762,-2.406,-1.989,-1.75,4.297,-1.138,1.908,-2.658,3.21,-1.216,-0.2029,-1.957,2.266,-1.632,-3.258,3.547,1.665,3.396,4.164,0.9497,-7.473,-7.934
a,0,0.2698,0.813,-9.414,-10.234,1.47,1.309,0.7446,2.5,2.527,1.576,0.5474,0.887,1.058,1.83,-1.02,1.563,0.8325,1.321,-0.94,-3.016,0.2218,-1.142,-0.808,-2.17,-0.0949,-3.428,-2.41,-7.31,-5.727,-8.9,-8.64,-3.467,-9.414,-10.234,1.449,2.5,-1.02,1.83,-1.797,1.321,0.8325,-0.05975,1.521,1.917,1.257,-3.428,-2.41,0.7446,-0.808,-2.17,-4.934,-6.6,-0.1265,0.2251,-9.4,-10.22,1.563,-5.23,-8.375,-3.357,-3.268,-0.0949,-5.586,-5.984
a,0,-4.098,14.49,-11.71,13.625,3.676,11.55,6.79,12.34,-2.451,16.0,-7.703,4.94,2.84,19.98,-12.04,2.955,-2.385,10.09,-3.857,3.527,-1.721,1.501,-2.576,2.594,-2.184,3.47,-4.492,-1.108,-6.977,-2.953,-1.535,-20.98,-11.71,13.625,-10.02,20.03,-12.04,19.98,8.93,10.09,-2.385,6.453,-3.287,9.336,3.346,3.47,-4.492,6.79,-2.576,2.594,-3.61,-4.137,0.4387,3.443,2.975,-4.17,2.955,-8.15,-2.53,0.7144,-4.703,-2.184,-58.75,-61.38
a,0,8.26,3.227,13.09,6.953,6.734,4.312,5.496,1.967,6.305,-1.486,5.68,-0.5938,1.999,-0.0695,6.484,-0.2148,3.887,-0.04538,5.363,-0.7295,2.057,0.5503,4.133,-0.7773,-0.122,0.3452,6.28,3.646,4.035,4.31,3.262,8.27,13.09,6.953,7.035,1.3,6.484,-0.0695,4.867,-0.04538,3.887,-1.33,5.293,2.307,5.04,0.3452,6.28,5.496,4.133,-0.7773,4.555,1.611,0.847,-0.6973,4.8,0.6543,-0.2148,4.594,5.17,2.035,3.78,-0.122,9.086,9.25
a,0,-31.17,-29.7,-32.16,-26.36,-23.31,-21.06,-22.4,-16.16,-17.39,-11.89,-14.52,-6.742,-7.54,-11.84,-18.78,-6.17,-10.69,-7.242,-10.4,-6.387,-0.9224,1.351,-5.56,-2.307,2.586,-11.086,-15.32,-5.85,-6.78,-10.37,-11.22,-53.84,-32.16,-26.36,-20.22,-16.66,-18.78,-11.84,-31.97,-7.242,-10.69,-6.875,-12.1,-16.16,-16.61,-11.086,-15.32,-22.4,-5.56,-2.307,-9.89,-7.797,-1.611,0.3083,-12.9,-8.18,-6.17,-3.973,-10.79,-1.758,-4.355,2.586,-32.22,-33.44
a,0,-2.201,3.268,-4.09,-11.33,0.842,3.008,1.7295,2.822,0.4766,4.137,1.727,2.223,4.387,4.13,-1.66,4.82,1.603,5.66,0.721,-4.195,2.52,-0.451,0.8237,-5.168,-4.562,-2.855,0.9116,-3.258,-8.16,-8.81,-4.74,-10.06,-4.09,-11.33,-1.299,5.445,-1.66,4.13,-0.692,5.66,1.603,-2.63,3.201,1.104,2.656,-2.855,0.9116,1.7295,0.8237,-5.168,-2.488,-9.1,4.54,0.548,-10.61,-9.67,4.82,-13.49,-10.44,-3.57,-3.97,-4.562,-22.78,-23.67
a,0,1.772,2.24,8.69,-2.193,-1.2,-1.401,-1.4375,-1.916,-1.37,0.2915,1.072,-1.542,-1.318,0.0267,2.383,-2.006,-0.2588,-2.34,2.457,1.002,0.552,2.61,2.234,1.029,2.373,0.1506,2.277,7.45,7.355,4.64,6.598,3.393,8.69,-2.193,1.112,0.748,2.383,0.0267,1.53,-2.34,-0.2588,-1.124,1.058,-2.72,-2.62,0.1506,2.277,-1.4375,2.234,1.029,4.414,2.8,-0.0814,-0.6836,5.08,6.227,-2.006,7.555,5.93,5.71,5.566,2.373,-0.7007,-0.533
a,0,18.45,18.55,19.47,25.3,9.72,12.41,9.984,10.99,5.883,5.973,1.319,4.574,3.375,4.594,0.654,3.473,2.104,5.12,-4.695,-3.14,-2.314,-2.607,-2.3,-3.33,-2.764,-3.914,-4.65,-7.008,-7.984,-9.04,-9.33,32.84,19.47,25.3,5.47,12.37,0.654,4.594,15.664,5.12,2.104,0.392,-0.8765,9.73,6.777,-3.914,-4.65,9.984,-2.3,-3.33,-6.273,-6.477,-0.3745,0.1953,-11.06,-9.3,3.473,-6.59,-8.94,-4.395,-4.766,-2.764,2.332,2.416
a,0,1.06,3.04,-8.2,3.025,-2.723,-0.3147,-2.025,1.241,-3.129,5.492,-0.8965,0.6084,-2.252,5.277,-1.369,-2.254,-2.14,1.924,-1.299,1.313,-0.4731,1.423,-0.716,1.914,0.9985,-0.15,-2.074,-2.668,-2.02,-5.22,-3.975,-0.3826,-8.2,3.025,-2.477,4.23,-1.369,5.277,1.569,1.924,-2.14,3.496,0.1178,-1.318,-3.854,-0.15,-2.074,-2.025,-0.716,1.914,-2.508,-2.295,-2.06,0.497,-6.457,-7.824,-2.254,-1.543,-4.35,0.02693,-1.235,0.9985,-2.734,-2.889
a,0,18.3,6.105,29.61,15.6,5.797,4.39,5.188,1.586,7.656,1.742,5.902,0.1538,-3.393,1.709,11.914,-4.375,3.775,-3.928,-3.938,-1.762,0.2144,-3.098,-5.547,-2.645,0.01449,1.783,-6.32,-3.064,-0.3284,-2.68,-4.016,12.766,29.61,15.6,8.86,1.531,11.914,1.709,4.367,-3.928,3.775,2.354,-0.5293,2.477,1.418,1.783,-6.32,5.188,-5.547,-2.645,-6.547,-0.8467,-6.41,-1.591,-15.38,-4.08,-4.375,-2.334,-2.766,1.482,-1.73,0.01449,12.44,13.31
a,0,3.838,4.797,10.74,20.05,3.566,3.934,3.777,3.525,1.301,2.713,-2.78,1.131,-0.2184,3.367,-2.18,0.1614,-0.4912,2.602,-4.246,-0.942,-2.604,0.4226,-3.678,0.2493,-0.9277,-0.8926,-2.793,-3.098,-3.533,-5.74,-6.723,-1.016,10.74,20.05,0.8027,5.39,-2.18,3.367,5.543,2.602,-0.4912,1.215,-3.105,2.234,1.928,-0.8926,-2.793,3.777,-3.678,0.2493,-6.645,-4.336,-1.092,1.307,-8.5,-8.305,0.1614,-3.729,-4.523,-0.992,-3.934,-0.9277,-3.97,-4.27
a,0,-2.115,0.4185,3.89,7.02,2.305,0.2026,1.845,-1.685,1.272,-2.814,-0.2103,-0.8647,-0.01773,-4.83,0.591,1.219,-0.0664,-1.574,-1.874,-6.03,2.41,-2.592,-1.86,-5.637,-1.667,-6.55,-4.363,-7.848,-2.982,-7.73,-4.83,5.098,3.89,7.02,1.195,-0.9297,0.591,-4.83,-0.5215,-1.574,-0.0664,-4.85,-0.8438,-0.3267,2.066,-6.55,-4.363,1.845,-1.86,-5.637,-3.602,-7.816,0.3,-0.6543,-6.594,-14.266,1.219,-8.21,-5.44,-0.501,-1.746,-1.667,-2.668,-2.78
a,0,0.3208,4.996,-2.076,13.39,1.923,5.082,3.055,6.074,-0.4138,8.91,-1.373,4.223,0.3271,9.65,-2.838,1.818,-0.12177,6.594,-3.523,3.69,-1.873,1.86,-2.578,3.088,-0.5654,4.14,-2.943,1.815,-2.348,0.783,-4.246,-5.945,-2.076,13.39,-2.395,9.86,-2.838,9.65,2.61,6.594,-0.12177,5.13,-1.849,4.598,1.521,4.14,-2.943,3.055,-2.578,3.088,-5.223,1.66,-0.5903,2.363,-7.3,5.21,1.818,0.419,-1.349,1.119,-2.645,-0.5654,-4.73,-4.9
a,0,7.848,11.01,7.555,6.87,5.95,8.27,6.223,8.305,3.664,8.31,4.88,2.293,1.9,9.56,4.84,1.069,3.879,4.008,4.234,3.969,2.787,1.587,4.367,2.834,1.063,4.42,2.973,5.367,5.83,5.33,4.69,8.86,7.555,6.87,4.492,10.71,4.84,9.56,9.09,4.008,3.879,4.945,4.164,6.32,3.732,4.42,2.973,6.223,4.367,2.834,3.697,5.113,1.799,0.3867,4.816,5.93,1.069,6.74,5.523,4.03,3.838,1.063,8.52,8.766
a,0,13.51,11.43,11.375,12.35,10.04,9.82,9.44,9.44,8.43,6.496,6.33,3.791,4.793,6.812,7.965,2.646,5.234,3.795,3.223,3.25,0.651,-0.4438,2.303,1.426,-0.737,3.521,3.23,1.837,-0.739,2.25,-1.714,12.84,11.375,12.35,7.473,8.734,7.965,6.812,11.484,3.795,5.234,5.566,4.727,8.91,7.84,3.521,3.23,9.44,2.303,1.426,-0.522,3.596,0.846,-0.035,-1.853,0.05014,2.646,0.001778,0.6064,1.337,-0.184,-0.737,6.44,6.7
a,0,0.0491,2.328,5.08,-8.62,4.387,3.979,4.21,5.734,3.988,3.936,3.316,4.312,1.935,3.768,2.084,4.14,1.774,4.88,-0.006683,2.67,9.055,0.2708,-1.795,2.451,-0.274,2.494,-5.19,-0.2585,2.314,-3.795,1.345,7.68,5.08,-8.62,2.072,5.13,2.084,3.768,-4.395,4.88,1.774,4.438,0.3665,5.13,3.342,2.494,-5.19,4.21,-1.795,2.451,-0.081,1.435,-1.925,3.16,-12.71,-3.205,4.14,-5.25,1.208,5.164,1.769,-0.274,-0.4514,-0.5557
a,0,5.035,7.38,7.88,5.312,1.73,2.484,1.58,2.008,2.746,2.545,4.527,-0.7227,-0.3262,4.363,5.92,-2.717,3.412,-0.0463,6.008,2.111,2.29,1.375,4.12,1.346,0.7993,1.765,7.55,3.344,2.988,2.691,3.02,9.56,7.88,5.312,3.791,3.34,5.92,4.363,6.477,-0.0463,3.412,2.074,5.668,0.7603,-0.01214,1.765,7.55,1.58,4.12,1.346,4.8,1.967,1.541,-0.5728,4.02,2.422,-2.717,2.428,3.2,2.125,3.947,0.7993,1.27,1.174
a,0,5.312,5.473,-2.035,7.766,4.9,3.17,4.137,4.277,3.734,5.527,5.9,0.2412,0.001921,8.15,8.72,-1.951,3.037,3.55,4.695,7.81,3.611,4.254,4.84,6.617,2.385,5.695,4.08,7.934,6.004,6.223,4.77,5.76,-2.035,7.766,6.05,5.645,8.72,8.15,6.08,3.55,3.037,6.363,5.867,2.154,1.028,5.695,4.08,4.137,4.84,6.617,3.758,7.582,1.333,1.837,2.766,8.65,-1.951,5.19,5.43,7.324,5.145,2.385,18.98,20.17
a,0,-6.76,-1.635,-4.457,-14.04,-5.31,-3.56,-4.883,-1.823,-4.805,1.055,-8.484,0.2593,-1.47,2.389,-9.53,-0.2416,-3.959,2.074,-10.65,-2.238,-5.125,1.349,-7.273,-0.5903,-1.089,-2.586,-18.27,-6.688,-6.78,-12.12,-7.04,-7.992,-4.457,-14.04,-7.414,-0.2333,-9.53,2.389,-3.348,2.074,-3.959,-0.503,-8.53,-2.371,-5.754,-2.586,-18.27,-4.883,-7.273,-0.5903,-8.24,-8.14,-2.424,1.62,-6.21,-3.033,-0.2416,-4.33,-8.586,-2.541,-5.55,-1.089,-21.61,-22.4
a,0,2.555,7.06,6.234,3.9,0.772,2.973,1.005,2.148,-2.428,0.5537,-2.62,-0.2395,-0.673,0.5234,-2.424,2.832,-3.236,0.689,-0.4866,-3.29,4.336,-7.1,-2.633,-3.633,-0.1054,-5.543,-1.441,-6.637,-1.914,-8.734,-5.55,60.25,6.234,3.9,-2.105,2.781,-2.424,0.5234,16.84,0.689,-3.236,-2.293,-1.081,1.345,-1.618,-5.543,-1.441,1.005,-2.633,-3.633,-3.979,-6.492,0.356,-1.253,-5.54,-11.52,2.832,-4.145,-4.28,1.316,-1.251,-0.1054,-5.69,-6.04
a,0,-3.31,-4.496,0.08887,-6.17,-0.851,-4.31,-1.957,-5.707,1.414,-7.434,-1.113,-1.746,2.18,-10.08,-3.047,0.569,1.789,-3.043,-3.88,-5.96,-1.019,-1.084,-0.8574,-2.555,-0.10046,-10.07,-4.96,-6.273,-7.29,-11.07,-10.46,-0.5864,0.08887,-6.17,0.04626,-8.164,-3.047,-10.08,-8.23,-3.043,1.789,-7.605,-1.373,-2.818,1.761,-10.07,-4.96,-1.957,-0.8574,-2.555,-6.504,-8.31,1.416,-1.125,-10.95,-8.15,0.569,-5.26,-9.76,-3.143,-3.777,-0.10046,-7.06,-7.29
a,0,11.36,9.4,4.31,2.309,4.785,5.293,4.938,4.805,2.504,4.605,2.941,0.657,0.4067,7.31,4.54,0.6016,1.926,1.573,4.387,0.9653,0.8486,-0.4731,2.57,-0.8315,-1.373,2.85,6.758,3.31,2.686,3.348,2.766,11.97,4.31,2.309,3.709,7.426,4.54,7.31,9.73,1.573,1.926,1.769,3.617,3.271,1.82,2.85,6.758,4.938,2.57,-0.8315,5.41,2.766,0.08856,-0.516,4.668,5.59,0.6016,1.22,3.078,0.7524,2.66,-1.373,7.438,7.402
a,0,-1.415,-1.369,-1.782,4.33,-0.4875,-0.02647,-0.09143,1.246,0.1243,0.8936,0.3186,0.4897,-0.374,-1.141,-1.297,-0.05005,0.4292,1.664,-1.89,0.05997,0.2427,1.899,-0.2698,2.318,0.562,-2.455,-1.497,-4.164,-3.205,-7.05,-7.152,-8.734,-1.782,4.33,-0.7026,1.438,-1.297,-1.141,-2.527,1.664,0.4292,-0.10297,0.3296,1.818,-0.694,-2.455,-1.497,-0.09143,-0.2698,2.318,-2.812,-3.723,0.3,1.661,-8.25,-6.285,-0.05005,-1.856,-6.14,0.535,-0.8154,0.562,-5.258,-5.633
a,0,-13.01,-13.92,-16.1,-10.96,-9.53,-10.07,-9.84,-9.79,-8.62,-10.2,-8.47,-3.63,-3.656,-12.13,-12.09,-1.46,-6.777,-6.363,-4.973,-6.582,0.1608,-0.892,-2.492,-4.082,0.628,-8.52,-5.727,-4.105,-4.14,-5.293,-3.873,-3.602,-16.1,-10.96,-10.81,-11.94,-12.09,-12.13,-15.836,-6.363,-6.777,-7.51,-6.082,-7.29,-7.465,-8.52,-5.727,-9.84,-2.492,-4.082,-4.605,-5.766,0.1692,-0.4883,-6.04,-15.13,-1.46,-3.285,-4.9,-1.514,-2.744,0.628,-15.34,-15.88
a,0,-0.959,0.6953,1.402,-0.653,1.78,1.462,1.101,0.923,1.18,-0.5967,1.076,-0.665,1.567,-0.291,1.393,0.02075,1.093,-1.408,0.604,-3.455,-0.553,-1.651,0.5703,-3.158,-0.9326,-4.438,3.178,-6.83,-5.88,-8.05,-9.12,1.288,1.402,-0.653,0.9883,-0.4475,1.393,-0.291,0.1327,-1.408,1.093,-2.062,2.023,0.9766,1.822,-4.438,3.178,1.101,0.5703,-3.158,-1.864,-5.547,0.3066,-1.671,-6.336,-9.79,0.02075,-5.453,-8.41,-3.67,-2.617,-0.9326,-3.129,-3.164
a,0,8.36,6.973,-0.566,-0.3853,4.605,5.117,4.75,5.406,4.27,5.36,5.574,1.405,0.8433,6.582,7.438,-0.1838,3.025,2.521,4.29,3.926,1.756,3.102,2.377,3.332,1.433,5.26,7.46,4.598,2.074,4.652,1.471,3.508,-0.566,-0.3853,4.508,5.54,7.438,6.582,7.113,2.521,3.025,4.383,6.156,3.832,2.863,5.26,7.46,4.75,2.377,3.332,0.814,3.404,0.2834,0.9995,-0.2915,1.551,-0.1838,3.262,4.418,4.36,1.202,1.433,4.62,5.1
a,0,2.725,3.744,6.973,5.684,-0.724,0.9814,-1.2,2.291,-0.439,6.176,3.395,0.9844,-0.6484,7.91,3.514,-0.5786,1.977,2.898,5.145,4.082,3.379,2.656,5.15,4.047,1.639,4.99,4.906,1.551,1.183,2.309,2.314,5.516,6.973,5.684,1.364,5.89,3.514,7.91,4.043,2.898,1.977,5.95,4.316,0.4822,-1.774,4.99,4.906,-1.2,5.15,4.047,3.521,2.225,1.787,1.8955,2.236,3.531,-0.5786,1.947,2.848,1.738,2.318,1.639,2.416,2.926
